incident_id,year,name,,killed,injured,Total
3077635,2024,Montford North Star Academy,,0,1,1
3068467,2024,Asheville Middle,,1,0,1
2836510,2024,Apple Valley Middle,,0,1,1
2891541,2024,"ACADEMY AT SOAR, SOAR INC.",,2,0,2
2877756,2024,Polk County Early College,,1,1,2
2886663,2024,N B Mills Elementary,,1,0,1
2846733,2024,ACADEMY OF EXCELLENCE,,0,1,1
2824249,2024,Green Valley Elementary,,1,0,1
2900763,2024,JOHNSTON WH ELEMENTARY SCHOOL,,0,1,1
3103117,2024,New Bern High,,0,2,2
2892158,2024,Grover C Fields Middle,,1,1,2
2865001,2024,Grover C Fields Middle,,1,0,1
2885063,2024,E B Frink Middle,,0,1,1
2968107,2024,Ayden Elementary,,1,0,1
3030391,2024,Southeast Elementary,,1,1,2
2909445,2024,Southeast Elementary,,0,3,3
3006162,2024,Children's Village Academy,,1,0,1
3010155,2024,Children's Village Academy,,0,1,1
3070408,2024,Children's Village Academy,,0,1,1
3087205,2024,Southeast Elementary,,0,1,1
3016499,2024,Whiteville High,,0,1,1
3087871,2024,Columbus Career and College Academy,,0,1,1
2994327,2024,Carolina Beach Elementary,,1,0,1
2883829,2024,Career Readiness Academy at Mosley PLC,,0,1,1
3097584,2024,HILL SCHOOL OF WILMINGTON,,0,2,2
3103745,2024,Williston Middle,,0,1,1
3095482,2024,Williston Middle,,0,1,1
2898758,2024,Classical Charter Schools of Wilmington,,2,0,2
2954327,2024,Williston Middle,,0,1,1
2859804,2024,Lake Forest Academy,,0,1,1
2910458,2024,Williston Middle,,0,1,1
2884734,2024,Southside Ashpole Elementary,,0,1,1
2847360,2024,Red Springs Middle,,0,1,1
3020618,2024,Old Main STREAM Academy,,0,1,1
3033504,2024,CIS Academy,,1,0,1
2843303,2024,Old Main STREAM Academy,,2,3,5
2917929,2024,Purnell Swett High,,0,2,2
2890217,2024,Hobbton High,,1,0,1
3013906,2024,W H Knuckles,,0,1,1
2954493,2024,Rowland Norment Elementary,,0,1,1
2983557,2024,Tanglewood Elementary,,1,0,1
3038608,2024,Rowland Norment Elementary,,0,1,1
2931369,2024,C Wayne Collier Elementary,,1,0,1
2891425,2024,Harnett County Early College,,1,0,1
3001802,2024,Sunset Avenue Elementary,,0,1,1
2938071,2024,SPIRIT OF LIFE CHRISTIAN ACADEMY,,0,1,1
3030943,2024,Anne Chesnutt Middle,,1,1,2
3103022,2024,Ponderosa Elementary,,1,0,1
3087047,2024,BAL-PERAZIM CHRISTIAN ACADEMY,,1,2,3
3101711,2024,Walker-Spivey Elementary,,1,0,1
2931366,2024,E E Smith High,,1,0,1
2954347,2024,THE SCHOOL OF HOPE,,1,1,2
3083715,2024,Winget Park Elementary,,0,1,1
2907535,2024,PALISADES EPISCOPAL SCHOOL,,0,1,1
2999375,2024,OMNI MONTESSORI SCHOOL,,0,3,3
2827625,2024,South Pine Academy,,1,0,1
2937385,2024,Ranson Middle,,0,1,1
2797342,2024,Pioneer Springs Community School,,0,1,1
2873866,2024,CHARLOTTE LEADERSHIP ACADEMY,,1,0,1
2894005,2024,University Meadows Elementary,,0,1,1
3062031,2024,University Meadows Elementary,,0,2,2
3090260,2024,Movement School Southwest,,1,0,1
2978813,2024,VICTORY CENTER ELEMENTARY SCHOOL,,0,1,1
2846473,2024,VICTORY CENTER ELEMENTARY SCHOOL,,0,1,1
2954381,2024,Nations Ford Elementary,,0,2,2
3058542,2024,University Park Creative Arts,,0,1,1
3104316,2024,University Park Creative Arts,,0,1,1
2958444,2024,FRIENDSHIP DAY SCHOOL FOR THE SCIENCES & THE ARTS,,0,2,2
2942984,2024,BEREAN JR ACADEMY,,0,1,1
2916282,2024,BEREAN JR ACADEMY,,0,1,1
2831811,2024,West Charlotte High School,,0,1,1
2958491,2024,University Park Creative Arts,,0,1,1
2817077,2024,Northwest School of the Arts,,1,0,1
2856385,2024,West Charlotte High School,,0,1,1
3070470,2024,United Community School,,0,1,1
3043409,2024,Martin Luther King Jr Middle,,0,1,1
2928668,2024,Hidden Valley Elementary,,1,0,1
3047099,2024,Movement School Eastland,,1,0,1
2843232,2024,Movement School Eastland,,0,1,1
2882023,2024,Albemarle Road Middle,,0,1,1
2835799,2024,Collinswood Language Academy,,0,1,1
2868024,2024,Collinswood Language Academy,,0,1,1
2985602,2024,Stewart Creek High,,0,1,1
2967118,2024,Phillip O Berry Academy of Technology,,0,1,1
2797333,2024,Movement Charter School,,0,1,1
3082498,2024,GO BIG,,0,1,1
2926847,2024,Movement Charter School,,0,1,1
3091537,2024,Thomasboro Academy,,0,1,1
2892145,2024,Stewart Creek High,,0,1,1
3060968,2024,Thomasboro Academy,,0,1,1
2823375,2024,West Charlotte High School,,0,1,1
2792734,2024,West Charlotte High School,,0,1,1
3111999,2024,Lawrence Orr Elementary,,1,0,1
2953531,2024,Cochrane Collegiate Academy,,0,1,1
2948059,2024,Reedy Creek Elementary,,1,0,1
3058525,2024,Grove Park Elementary School,,0,1,1
2895645,2024,Lawrence Orr Elementary,,0,1,1
2892129,2024,Cochrane Collegiate Academy,,0,1,1
2822285,2024,KIPP Charlotte,,0,1,1
2970082,2024,Cochrane Collegiate Academy,,0,1,1
2811939,2024,Huntsville Elementary,,0,1,1
2857150,2024,Grove Park Elementary School,,0,1,1
2888629,2024,Cochrane Collegiate Academy,,0,1,1
2992432,2024,Virtual Academy,,1,0,1
2944944,2024,Diggs-Latham Elementary,,1,0,1
2837941,2024,WINSTON SALEM STREET SCHOOL,,0,2,2
3091356,2024,Wiley Magnet Middle,,0,1,1
3053403,2024,Ashley Academy,,0,1,1
2845570,2024,Cook Literacy Model School,,1,0,1
3043865,2024,Easton Elementary School,,1,0,1
2904093,2024,Parkland High,,0,1,1
3104327,2024,Carter G. Woodson School,,1,1,2
2969104,2024,Graham Middle,,0,1,1
2848873,2024,Fairview Elementary,,0,1,1
3049869,2024,Parkview Village Elementary,,0,1,1
3098045,2024,WESLEYAN CHRISTIAN ACADEMY,,1,0,1
2915237,2024,HIGH POINT CHRISTIAN ACADEMY,,1,0,1
3075849,2024,Oak View Elementary,,1,0,1
3098031,2024,East Lee Middle,,0,1,1
2837954,2024,Floyd L Knight Children Center,,1,0,1
3046393,2024,Visual and Performing Arts School,,1,0,1
3048744,2024,Philip J Weaver Ed Center,,1,1,2
3060160,2024,The Experiential School of Greensboro,,1,0,1
3050600,2024,HOPE ACADEMY GSO,,1,0,1
2951043,2024,Murphey Traditional Academy,,1,0,1
2813944,2024,GREENSBORO ISLAMIC ACADEMY,,0,1,1
2821508,2024,Swann Middle School,,0,2,2
2835026,2024,Julius I Foust Elementary,,0,1,1
2991076,2024,Allen Middle,,0,1,1
2998319,2024,Gillespie Park Elementary,,1,0,1
3044725,2024,Academy at Smith,,0,1,1
3087235,2024,Academy at Smith,,0,1,1
3067070,2024,General Greene Elementary,,0,1,1
2885039,2024,General Greene Elementary,,0,1,1
2802214,2024,Apex Elementary,,2,0,2
3017717,2024,Benson Middle,,0,1,1
3018600,2024,Benson Middle,,0,1,1
3055657,2024,Cary High,,0,1,1
3062915,2024,TRIANGLE MONTESSORI ACADEMY,,0,1,1
2926863,2024,Dillard Middle,,0,1,1
3057148,2024,Dillard Middle,,1,0,1
2801602,2024,ST MARY SCHOOL,,1,0,1
3017184,2024,Dillard Middle,,1,0,1
2953569,2024,Felton Grove High,,0,1,1
2871241,2024,THALES ACADEMY HOLLY SPRINGS PRE-K-12,,0,1,1
3072224,2024,Roxboro Community School,,1,0,1
3042260,2024,Selma Elementary,,1,0,1
2852435,2024,Mariam Boyd Elementary,,0,1,1
3085280,2024,Moore Square Middle,,0,1,1
3005166,2024,Moore Square Middle,,0,1,1
2890513,2024,Ligon Middle,,0,2,2
2988556,2024,Moore Square Middle,,1,0,1
2830998,2024,CATHEDRAL SCHOOL,,1,0,1
3027702,2024,HICKORY GROVE CHRISTIAN SCHOOL,,0,2,2
2858928,2024,Swift Creek Elementary,,1,0,1
2968093,2024,CARDINAL GIBBONS,,0,1,1
3001807,2024,Carnage Middle,,1,0,1
2825838,2024,Bugg Elementary,,0,1,1
3069438,2024,Longview,,0,1,1
2922219,2024,Bugg Elementary,,0,1,1
3062943,2024,Wake Early College of Health and Science,,0,1,1
2927780,2024,East Millbrook Middle,,0,1,1
2929456,2024,East Millbrook Middle,,0,1,1
3003768,2024,Eastway Elementary,,0,1,1
2865106,2024,Burton Elementary,,0,2,2
2923778,2024,Burton Elementary,,0,1,1
3033035,2024,KIPP Durham College Preparatory,,1,0,1
2819259,2024,Global Scholars Academy,,0,2,2
3068583,2024,Burton Elementary,,0,3,3
2804961,2024,Eastway Elementary,,0,1,1
2989577,2024,Burton Elementary,,0,1,1
2893211,2024,Durham School of the Arts,,1,0,1
2877860,2024,CRISTO REY RESEARCH TRIANGLE,,0,1,1
2840291,2024,EMPOWERED MINDS ACADEMY,,0,2,2
2877842,2024,R N Harris Elementary,,1,0,1
2918836,2024,Y E Smith Elementary,,0,2,2
3087166,2024,Oak Grove Elementary,,0,1,1
2961694,2024,GIFT OF KNOWLEDGE ACADEMY,,0,1,1
3136178,2024,R N Harris Elementary,,0,1,1
2896671,2024,Club Boulevard Elementary,,1,2,3
3070209,2024,Brogden Middle,,1,1,2
3070215,2024,Brogden Middle,,0,1,1
2869067,2024,Rogers-Herr Middle,,1,0,1
2904017,2024,FAITH ASSEMBLY CHRISTIAN ACADEMY,,0,1,1
2827487,2024,Fayetteville Street Elementary,,1,0,1
2849584,2024,FAITH ASSEMBLY CHRISTIAN ACADEMY,,0,1,1
2970778,2024,Durham School of Technology,,0,1,1
2891358,2024,FIVE OAKS SEVENTH-DAY ADVENTIST CHRISTIAN SCHOOL,,1,0,1
2869916,2024,J D Clement Early College HS,,0,1,1
2926312,2024,Rogers-Herr Middle,,0,1,1
2941166,2024,Lakewood Elementary,,1,0,1
3057141,2024,J D Clement Early College HS,,0,4,4
2942777,2024,Williford Pre-K Center,,0,1,1
3068740,2024,Williford Pre-K Center,,0,1,1
3065641,2024,Williford Pre-K Center,,0,1,1
3068589,2024,Williford Pre-K Center,,0,1,1
2965141,2024,Rocky Mount Middle,,0,1,1
3047345,2024,ST ANDREW'S ESPISCOPAL SCHOOL,,0,1,1
3028447,2024,ECU Community School,,1,0,1
3018622,2024,Hickory Grove Elementary,,0,1,1
2869845,2024,South Greenville Elementary,,0,1,1
3020550,2024,THIRD STREET ACADEMY,,0,1,1
2883929,2024,South Greenville Elementary,,0,1,1
3043053,2024,Sadie Saulter,,0,1,1
2881950,2024,THIRD STREET ACADEMY,,1,0,1
3074698,2024,POPE JOHN PAUL II CATHOLIC H S,,1,0,1
2840319,2024,Wahl Coates Elementary,,0,1,1
2819211,2024,ST PETER CATHOLIC SCHOOL,,1,0,1
3024559,2024,Roanoke Rapids Early College High,,0,2,2
2995574,2024,Princeville Elementary,,0,1,1
3033278,2024,Weldon Elementary Global Academy,,1,0,1
2886692,2024,Weldon Elementary Global Academy,,0,1,1
3032172,2024,Vick Elementary,,0,1,1
2970047,2024,Milton M Daniels Learning Center,,0,1,1
3098874,2024,Vinson-Bynum Elementary,,0,1,1
2831824,2024,Vick Elementary,,1,0,1
3064793,2024,Margaret Hearne Elementary,,1,0,1
2820640,2024,J C Sawyer Elementary,,0,1,1
2857503,2024,AHOSKIE CHRISTIAN SCHOOL,,0,2,2
2820629,2024,Columbia Middle,,1,0,1
2831821,2024,John A Holmes High,,0,1,1
3039533,2024,Perquimans County High,,0,1,1
2977394,2024,Stanly STEM Early College,,1,0,1
2798027,2024,Casar Elementary,,2,0,2
3101319,2024,Highland Sch of Technology,,1,0,1
2866525,2024,Southwest Middle,,0,3,3
2913268,2024,York Chester Middle,,1,1,2
2842104,2024,York Chester Middle,,1,0,1
2914255,2024,Pleasant Ridge Elementary,,1,1,2
3096211,2024,Lingerfeldt Elementary,,0,1,1
2965900,2024,North Mecklenburg High School,,0,1,1
2869062,2024,Asbury Academy,,0,1,1
3016996,2024,MATTHEWS CHRISTIAN ACADEMY,,1,0,1
2853229,2024,Honor Prep,,0,1,1
3021477,2024,East Elementary,,0,1,1
2954370,2024,East Gaston High,,0,2,2
2950034,2024,Salisbury High,,0,1,1
3041418,2024,ST JOHNS KINDERGARTEN,,1,1,2
2994279,2024,NEHEMIAH ENRICHMENT ACADEMY,,1,0,1
2946343,2024,Shelby High,,1,0,1
2812660,2024,Spindale Elementary School,,0,1,1
2947272,2024,Spindale Elementary School,,0,1,1
2974450,2024,First Ward Creative Arts Academy,,0,1,1
2935455,2024,BROOKSTONE SCHOOLS,,0,1,1
3096192,2024,First Ward Creative Arts Academy,,0,1,1
3049749,2024,BROOKSTONE SCHOOLS,,0,1,1
2998325,2024,Irwin Academic Center,,0,2,2
2967120,2024,First Ward Creative Arts Academy,,0,1,1
2999373,2024,First Ward Creative Arts Academy,,0,1,1
2954379,2024,First Ward Creative Arts Academy,,0,1,1
2842548,2024,TRINITY EPISCOPAL SCHOOL,,0,1,1
2923733,2024,TRINITY EPISCOPAL SCHOOL,,0,2,2
3095577,2024,First Ward Creative Arts Academy,,0,1,1
2896868,2024,BROOKSTONE SCHOOLS,,0,1,1
3043040,2024,TRINITY EPISCOPAL SCHOOL,,1,0,1
2848904,2024,Marie G Davis School,,1,0,1
2967624,2024,Elizabeth Traditional Elem,,0,1,1
2997127,2024,Elizabeth Traditional Elem,,0,1,1
3027700,2024,Merry Oaks International Academy,,1,0,1
2961670,2024,Merry Oaks International Academy,,0,1,1
2879651,2024,Commonwealth High,,0,1,1
3062945,2024,Commonwealth High,,0,1,1
3096187,2024,Sugar Creek Charter,,1,0,1
2830972,2024,VERITAS Community School CFA,,1,0,1
2964251,2024,Walter G. Byers School,,0,1,1
3054688,2024,Walter G. Byers School,,1,0,1
3103693,2024,Highland Renaissance Academy,,0,2,2
3036660,2024,Williams Secondary Montessori,,0,2,2
2877236,2024,Walter G. Byers School,,1,0,1
3083153,2024,Sugar Creek Charter,,0,1,1
2980925,2024,Walter G. Byers School,,0,2,2
3028514,2024,Harding University High School,,0,1,1
3072925,2024,Renaissance West STEAM Academy,,0,1,1
2810770,2024,Renaissance West STEAM Academy,,0,1,1
3067933,2024,Allenbrook Elementary,,0,1,1
3104311,2024,Renaissance West STEAM Academy,,1,0,1
3100492,2024,Connections Academy,,0,1,1
3283729,2025,Fairmont Middle,,0,1,1
3242222,2025,CATHEDRAL SCHOOL,,0,1,1
3317031,2025,BROOKSTONE SCHOOLS,,0,1,1
3232167,2025,BROOKSTONE SCHOOLS,,0,1,1
3320039,2025,J Sam Gentry Middle,,1,0,1
3130246,2025,Stoneville Elementary,,1,0,1
3318422,2025,Winston-Salem Preparatory Acad,,0,1,1
3277631,2025,Hospital/Homebound Education Center,,3,0,3
3336006,2025,Virtual Academy,,0,2,2
3263625,2025,EPHESUS JR ACADEMY,,0,1,1
3277637,2025,Career Center,,0,1,1
3308094,2025,The Downtown School,,1,1,2
3304311,2025,EPHESUS JR ACADEMY,,0,1,1
3325792,2025,Middle College of Forsyth Cnty,,0,1,1
3221731,2025,Ashley Academy,,0,1,1
3200416,2025,Carver High,,0,1,1
3221729,2025,Northwest Middle,,0,1,1
3329195,2025,SALEM MONTESSORI SCHOOL,,0,2,2
3359904,2025,Forsyth Academy,,0,1,1
3107460,2025,Forest Park Elementary,,1,1,2
3347130,2025,Forest Park Elementary,,1,0,1
3116795,2025,RISE ACADEMY,,0,1,1
3284114,2025,Parkland High,,1,0,1
3154705,2025,"PROVIDENCE, A CHRIST MON CO",,1,0,1
3382123,2025,Eastlawn Elementary,,0,1,1
3329192,2025,Parkview Village Elementary,,1,1,2
3299404,2025,Triad International Studies,,1,1,2
3180285,2025,DURHAM NATIVITY SCHOOL,,0,1,1
3145114,2025,DURHAM NATIVITY SCHOOL,,0,1,1
3197863,2025,Kernersville Middle,,0,1,1
3270896,2025,South Lexington Developmental Center,,1,0,1
3136171,2025,Welcome Elementary,,0,1,1
3399227,2025,Montgomery Learning Academy,,1,0,1
3143416,2025,Washington Elementary,,1,0,1
3280284,2025,HOPE ACADEMY GSO,,1,0,1
3356603,2025,SCALE School,,1,0,1
3148982,2025,CLARA SCIENCE ACADEMY,,0,1,1
3371176,2025,Erwin Montessori,,1,0,1
3361098,2025,Gillespie Park Elementary,,1,0,1
3359500,2025,Wiley Accel/Enrichment,,0,1,1
3207340,2025,David D Jones Elementary,,0,1,1
3374054,2025,Academy at Smith,,1,0,1
3335287,2025,PRIMROSE SCHOOL OF BRASSFIELD,,1,0,1
3190931,2025,OAK CITY ACADEMY,,0,1,1
3166603,2025,Cleveland Middle,,2,0,2
3307691,2025,Dillard Middle,,0,1,1
3329925,2025,Dillard Academy,,0,1,1
3160764,2025,ST MARY SCHOOL,,0,1,1
3131456,2025,ST MARY SCHOOL,,0,1,1
3166449,2025,Goldsboro High,,2,0,2
3240147,2025,RHEMA CHRISTIAN ACADEMY,,1,0,1
3374509,2025,STEM Early High,,0,1,1
3294459,2025,North Johnston High,,0,1,1
3209570,2025,Carolina Community Academy,,1,0,1
3348003,2025,The Innovation Academy at South Campus,,0,1,1
3322869,2025,HERITAGE CHRISTIAN ACADEMY,,0,1,1
3359497,2025,Wakelon Elementary,,1,0,1
3357017,2025,Ligon Middle,,0,1,1
3298465,2025,Moore Square Middle,,0,1,1
3383594,2025,LAURINBURG NORMAL & INDUSTRIAL INSTITUTE,,1,0,1
3109732,2025,Moore Square Middle,,1,0,1
3134855,2025,Ligon Middle,,0,1,1
3241503,2025,Moore Square Middle,,1,0,1
3306429,2025,Hunter Elementary,,1,0,1
3298751,2025,Mineral Springs Elementary,,0,1,1
3370421,2025,LAURINBURG NORMAL & INDUSTRIAL INSTITUTE,,0,1,1
3161755,2025,LAURINBURG NORMAL & INDUSTRIAL INSTITUTE,,0,2,2
3224763,2025,Townsend Elementary,,0,1,1
3304339,2025,SandHoke Early College High,,0,1,1
3308166,2025,Hawk Eye Elementary,,0,1,1
3374491,2025,Classical Charter Schools of Wilmington,,1,0,1
3372223,2025,THE JAMES B DUDLEY ACADEMY,,2,0,2
3244644,2025,R Freeman Sch of Engineering,,0,1,1
3256330,2025,Career Readiness Academy at Mosley PLC,,0,1,1
3138592,2025,Girls Leadership Academy of Wilmington,,1,0,1
3187687,2025,Holly Tree Elementary,,0,1,1
3342831,2025,Thomas Academy,,1,0,1
3184655,2025,Whiteville Primary,,1,0,1
3294448,2025,Whiteville High,,0,1,1
3296778,2025,Southeast Elementary,,1,0,1
3303468,2025,Southeast Elementary,,1,0,1
3273750,2025,Southeast Elementary,,0,1,1
3301097,2025,Southwest High,,1,0,1
3378804,2025,FACT DAY TREATMENT PROGRAM,,1,0,1
3133260,2025,Jacksonville Commons Middle,,2,0,2
3322864,2025,Hickory High,,1,1,2
3228359,2025,Newton-Conover High,,1,1,2
3376769,2025,East Yancey Middle,,0,1,1
3223359,2025,Mountain City Public Montessori,,1,4,5
3206014,2025,Oakley Elementary,,0,1,1
3291085,2025,Sunset Avenue Elementary,,1,1,2
3215689,2025,Anne Chesnutt Middle,,0,1,1
3185874,2025,College Lakes Elementary,,0,1,1
3184646,2025,College Lakes Elementary,,1,0,1
3232914,2025,FREEDOM CHRISTIAN ACADEMY,,0,1,1
3255074,2025,Massey Hill Classical High,,1,0,1
3120280,2025,KID STARS RISING CHRISTIAN LEARNING ACADEMY,,1,0,1
3311880,2025,Westarea Elementary,,1,0,1
3260712,2025,The Capitol Encore Academy,,0,1,1
3196049,2025,ST ANN CATHOLIC SCHOOL,,0,1,1
3182872,2025,THE SCHOOL OF HOPE,,0,1,1
3110196,2025,Winget Park Elementary,,0,1,1
3273204,2025,Ranson Middle,,1,0,1
3128962,2025,CHARLOTTE LEADERSHIP ACADEMY,,0,1,1
3327757,2025,David Cox Road Elementary,,0,1,1
3242702,2025,David Cox Road Elementary,,0,2,2
3240909,2025,Char Eng Early College-UNCC,,0,1,1
3336045,2025,South Academy of International Languages,,0,1,1
3368071,2025,South Academy of International Languages,,0,1,1
3251597,2025,South Academy of International Languages,,0,1,1
3333521,2025,South Academy of International Languages,,0,1,1
3331615,2025,West Charlotte High School,,0,1,1
3279004,2025,University Park Creative Arts,,0,1,1
3238074,2025,University Park Creative Arts,,0,1,1
3342045,2025,VICTORY CHRISTIAN CENTER SCHOOL,,0,1,1
3210516,2025,Lincoln Heights Montessori,,0,1,1
3311888,2025,University Park Creative Arts,,0,1,1
3188610,2025,West Charlotte High School,,0,1,1
3374520,2025,University Park Creative Arts,,0,1,1
3261327,2025,West Charlotte High School,,0,1,1
3157499,2025,Oaklawn Language Academy,,1,0,1
3108290,2025,FRIENDSHIP DAY SCHOOL FOR THE SCIENCES & THE ARTS,,0,1,1
3123223,2025,VICTORY CHRISTIAN CENTER SCHOOL,,0,1,1
3195260,2025,Northwest School of the Arts,,0,1,1
3378080,2025,Hornets Nest Elementary,,1,0,1
3244622,2025,Cochrane Collegiate Academy,,1,0,1
3211198,2025,Devonshire Elementary,,1,0,1
3325095,2025,Devonshire Elementary,,1,0,1
3288453,2025,Martin Luther King Jr Middle,,1,0,1
3154690,2025,Martin Luther King Jr Middle,,0,2,2
3293164,2025,Martin Luther King Jr Middle,,0,1,1
3322684,2025,CORNERSTONE ADVENTIST ACADEMY,,0,1,1
3247359,2025,Martin Luther King Jr Middle,,1,0,1
3120799,2025,Harding University High School,,0,1,1
3207327,2025,Thomasboro Academy,,0,1,1
3356159,2025,The Exploris School,,0,2,2
3363475,2025,Thomasboro Academy,,1,0,1
3200793,2025,Thomasboro Academy,,1,1,2
3112553,2025,Stewart Creek High,,0,1,1
3287931,2025,GO BIG,,0,1,1
3302268,2025,GO BIG,,0,1,1
3141991,2025,Renaissance West STEAM Academy,,0,1,1
3173327,2025,Movement Charter School,,1,0,1
3121924,2025,Renaissance West STEAM Academy,,1,0,1
3335283,2025,Harding University High School,,0,1,1
3256773,2025,GO BIG,,0,1,1
3335257,2025,Allenbrook Elementary,,1,0,1
3251251,2025,Sugar Creek Charter,,2,0,2
3380226,2025,Walter G. Byers School,,0,1,1
3355203,2025,Williams Secondary Montessori,,0,1,1
3122478,2025,VERITAS Community School CFA,,1,0,1
3248789,2025,Williams Secondary Montessori,,0,1,1
3242680,2025,Highland Renaissance Academy,,1,0,1
3200802,2025,Highland Renaissance Academy,,1,0,1
3212564,2025,Walter G. Byers School,,1,0,1
3107641,2025,EMERALD SCHOOL OF EXCELLENCE,,0,1,1
3327118,2025,Chantilly Montessori,,0,1,1
3264152,2025,Garinger High School,,0,1,1
3262853,2025,Eastway Middle,,0,2,2
3355394,2025,Villa Heights Elementary,,1,0,1
3169420,2025,EMERALD SCHOOL OF EXCELLENCE,,1,0,1
3117799,2025,Elizabeth Traditional Elem,,0,1,1
3203934,2025,Elizabeth Traditional Elem,,0,1,1
3212024,2025,Piedmont Middle School,,1,0,1
3320998,2025,Central Piedmont Early College,,1,1,2
3212376,2025,Elizabeth Traditional Elem,,0,1,1
3310065,2025,Marie G Davis School,,0,1,1
3292270,2025,Marie G Davis School,,0,1,1
3303868,2025,KENT ACADEMY,,0,1,1
3275203,2025,Irwin Academic Center,,0,1,1
3188614,2025,First Ward Creative Arts Academy,,0,3,3
3219508,2025,First Ward Creative Arts Academy,,0,2,2
3155713,2025,CATHEDRAL SCHOOL,,0,1,1
3251256,2025,First Ward Creative Arts Academy,,0,1,1
3294517,2025,First Ward Creative Arts Academy,,0,1,1
3248279,2025,TRINITY EPISCOPAL SCHOOL,,0,1,1
3332277,2025,Wadesboro Elementary,,1,0,1
3260760,2025,North Rowan Middle,,1,0,1
3207320,2025,Sterling Elementary,,0,1,1
3375605,2025,BEREAN BAPTIST ACADEMY,,1,1,2
3134245,2025,Lincolnton High,,0,1,1
3111093,2025,Forest Park Elementary,,1,0,1
3109716,2025,FAITH CHRISTIAN ACADEMY,,1,0,1
3307349,2025,METROLINA CHRISTIAN ACADEMY,,0,1,1
3331243,2025,METROLINA CHRISTIAN ACADEMY,,1,0,1
3235587,2025,Lingerfeldt Elementary,,0,1,1
3126126,2025,Highland Sch of Technology,,1,1,2
3154695,2025,Cabarrus Health Sciences Institute,,0,1,1
3263858,2025,Windsor Elementary,,1,0,1
3114672,2025,White Oak Elementary,,0,1,1
3327640,2025,Columbia Middle,,0,1,1
3219421,2025,AHOSKIE CHRISTIAN SCHOOL,,0,1,1
3273511,2025,Ahoskie Elementary,,0,1,1
3195984,2025,H L Trigg Community,,1,3,4
3246240,2025,TUTOR ALL SCHOOL,,0,1,1
3255397,2025,Sheep-Harney Elementary,,0,2,2
3207333,2025,P W Moore Elementary,,1,0,1
3352434,2025,Sheep-Harney Elementary,,0,1,1
3179774,2025,Elizabeth City Pasquotank Early College,,1,0,1
3308169,2025,Vick Elementary,,2,1,3
3281702,2025,Wilson Early College Academy,,0,1,1
3134233,2025,E J Hayes Elementary,,1,0,1
3377008,2025,Weldon Elementary Global Academy,,0,2,2
3272518,2025,Scotland Neck Elementary Leadership Acad,,0,1,1
3248297,2025,Belmont Elementary School,,0,1,1
3306470,2025,SouthWest Edgecombe High,,0,2,2
3130644,2025,THIRD STREET ACADEMY,,1,0,1
3157442,2025,THIRD STREET ACADEMY,,0,1,1
3209611,2025,Junius H Rose High,,0,1,1
3267350,2025,Sadie Saulter,,1,0,1
3339907,2025,KIPP Gaston College Preparatory,,0,1,1
3321814,2025,Elm City Middle,,1,0,1
3365660,2025,Rocky Mount Middle,,1,0,1
3261422,2025,Williford Pre-K Center,,0,1,1
3144629,2025,Williford Pre-K Center,,0,1,1
3187763,2025,Williford Pre-K Center,,0,1,1
3271390,2025,Williford Pre-K Center,,0,1,1
3356205,2025,Williford Pre-K Center,,1,0,1
3146900,2025,Williford Pre-K Center,,0,1,1
3363700,2025,D S Johnson Elementary,,0,1,1
3306928,2025,J W Parker Middle,,0,1,1
3369258,2025,Baskerville Elementary,,1,0,1
3266579,2025,DPS Hospital School,,0,1,1
3238799,2025,W G Pearson Elementary,,0,2,2
3341482,2025,J D Clement Early College HS,,0,2,2
3205451,2025,GORMAN CHRISTIAN ACADEMY & EARLY LEARNING  CENTER,,1,0,1
3205437,2025,Y E Smith Elementary,,1,0,1
3178156,2025,Reaching All Minds Academy,,0,1,1
3320501,2025,Holton Career and Resource Center,,1,0,1
3220837,2025,Bethesda Elementary,,0,1,1
3248723,2025,Middle College HS @ DTCC,,1,1,2
3183342,2025,R N Harris Elementary,,0,1,1
3307699,2025,CRISTO REY RESEARCH TRIANGLE,,0,1,1
3272356,2025,Burton Elementary,,1,0,1
3272352,2025,CRISTO REY RESEARCH TRIANGLE,,0,3,3
3318418,2025,EMPOWERED MINDS ACADEMY,,0,1,1
3201973,2025,Eastway Elementary,,1,0,1
3325769,2025,Burton Elementary,,0,1,1
3344878,2025,Eastway Elementary,,0,1,1
3286262,2025,IMMACULATA CATHOLIC SCHOOL,,0,1,1
3242737,2025,Burton Elementary,,1,0,1
3124825,2025,THALES ACADEMY OF RALEIGH,,1,0,1
3375620,2025,Fox Road Elementary,,2,0,2
3180274,2025,Raleigh Oak Charter,,2,0,2
3277639,2025,River Oaks Middle,,0,1,1
3356216,2025,Bugg Elementary,,0,1,1
3139785,2025,Carnage Middle,,0,1,1
3209579,2025,Longview,,1,0,1
3172679,2025,ST RAPHAEL CATHOLIC SCHOOL,,0,1,1
3117315,2025,ST TIMOTHYS SCHOOL,,2,1,3
3207344,2025,Millbrook Elementary,,0,1,1
3282800,2025,Green Elementary,,0,1,1
3253402,2025,Partnership Elementary,,0,1,1
3253399,2025,Partnership Elementary,,0,1,1
3175242,2025,ST MARY'S CHRISTIAN ACADEMY,,0,1,1
3360367,2025,Brentwood Elementary,,0,1,1
3409739,2026,Timber Drive Elementary,,1,0,1
3395150,2026,Lincoln Heights Elementary,,0,1,1
